"Name","Phone","Address","Email","Website","ServiceArea","Instagram","Facebook","Twitter","Linkedin","Youtube","BusinessUrl","Rating","ReviewCount","PriceRange","Longitude","Latitude","Alias","BizId","Categories_0_title","Categories_0_url","Categories_1_title","Categories_1_url","Categories_2_title","Categories_2_url","Categories_3_title","Categories_3_url","Categories_4_title","Categories_4_url","FormattedAddress","IsAd","Open_time","ParentBusiness","Ranking","RenderAdInfo","ServicePricing","Snippet"
"The Purple Bowl","(919) 903-8511","","info@purplebowlch.com","https://www.purplebowlch.com","","https://www.instagram.com/purplebowlch","https://www.facebook.com/2008,https://www.facebook.com/purplebowlch","","","","https://www.yelp.com/biz/the-purple-bowl-chapel-hill-2","4.5","198","$$","-79.06354268819388","35.90951502085978","the-purple-bowl-chapel-hill-2","x53opEFwg4esd4si8SePxw","Acai Bowls","/search?find_desc=Acai+Bowls&find_loc=Chapel+Hill%2C+NC","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Cafes","/search?find_desc=Cafes&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","false","","","56","false","","The food, the service, and the atmosphere are amazing! come for the açaí bowl, stay for the coffee and community!"
"Napoli Pizzeria & Gelateria","(919) 667-8288","","napolifoodtruck@gmail.com","http://www.NapoliCarrboro.com","","https://www.instagram.com/napolicarrboro","https://www.facebook.com/napolifoodtruck","https://twitter.com/napolicarrboro","","","https://www.yelp.com/biz/napoli-pizzeria-and-gelateria-carrboro-2","4.3","132","$$","-79.0714126","35.9105667","napoli-pizzeria-and-gelateria-carrboro-2","2TedoielkYI8LI7LlmuiIQ","Gelato","/search?find_desc=Gelato&find_loc=Chapel+Hill%2C+NC","Pizza","/search?find_desc=Pizza&find_loc=Chapel+Hill%2C+NC","Tapas/Small Plates","/search?find_desc=Tapas%2FSmall+Plates&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","false","","","57","false","","First time visiting this place and it didn't disappoint. Very cute place with friendly staff. We were greeted at the door and told we would have to…"
"Thai Palace","(919) 967-5805","","","https://www.thaipalacechapelhill.com","","","https://www.facebook.com/ThaiPalaceChapelhill","","","","https://www.yelp.com/biz/thai-palace-chapel-hill-2","3.8","137","$$","-79.0256265","35.90761513352423","thai-palace-chapel-hill-2","vVt5l_oPjdQGkrL32p6DrQ","Thai","/search?find_desc=Thai&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","58","false","","E9. Pad Chili Thai Basil

So good, I honestly don't know why I ever eat anything else."
"Pho Happiness","(919) 942-8201","","","http://www.phohappiness.com","","","","","","","https://www.yelp.com/biz/pho-happiness-chapel-hill","4","129","$$","-79.0640091","35.910528","pho-happiness-chapel-hill","DFmuw1xRJ3Kg1O6_2Ddj3g","Vietnamese","/search?find_desc=Vietnamese&find_loc=Chapel+Hill%2C+NC","Asian Fusion","/search?find_desc=Asian+Fusion&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","","","false","","","59","false","","It's been so long since we have been to Pho Happiness! Delicious!! Did the owners change? In the past it was good, but not enough for us to make it…"
"The Flying Biscuit Cafe","(919) 537-8974","","chapelhill@flyingbiscuit.com,chapelhillcatering@flyingbiscuit.com,princeaveathensga@flyingbiscuit.com,princeaveathensgacatering@flyingbiscuit.com,eppsbridgeathensga@flyingbiscuit.com,eppsbridgeathensgacatering@flyingbiscuit.com,castleberry@flyingbiscuit.com,castleberrycatering@flyingbiscuit.com,brookhaven@flyingbiscuit.com,brookhavencatering@flyingbiscuit.com,buckhead@flyingbiscuit.com,buckheadcatering@flyingbiscuit.com,terminus@flyingbiscuit.com,terminuscatering@flyingbiscuit.com,buford@flyingbiscuit.com,bufordcatering@flyingbiscuit.com,candlerpark@flyingbiscuit.com,candlerparkcatering@flyingbiscuit.com,columbusga@flyingbiscuit.com,columbusgacatering@flyingbiscuit.com,kennesaw@flyingbiscuit.com,kennesawcatering@flyingbiscuit.com,macon@flyingbiscuit.com,maconcatering@flyingbiscuit.com,midtown@flyingbiscuit.com,midtowncatering@flyingbiscuit.com,peachtreecity@flyingbiscuit.com,peachtreecitycatering@flyingbiscuit.com,peachtreecorners@flyingbiscuit.com,peachtreecornerscatering@flyingbiscuit.com,roswell@flyingbiscuit.com,roswellcatering@flyingbiscuit.com,sandysprings@flyingbiscuit.com,sandyspringscatering@flyingbiscuit.com,tocohills@flyingbiscuit.com,tocohillscatering@flyingbiscuit.com,theshopsofthecolonnade@flyingbiscuit.com,theshopsofthecolonnadecatering@flyingbiscuit.com,tigertown@flyingbiscuit.com,tigertowncatering@flyingbiscuit.com,huntsville@flyingbiscuit.com,gainesville@flyingbiscuit.com,gainesvillecatering@flyingbiscuit.com,thevillages@flyingbiscuit.com,thevillagescatering@flyingbiscuit.com,briercreek@flyingbiscuit.com,briercreekcatering@flyingbiscuit.com,cary@flyingbiscuit.com,carycatering@flyingbiscuit.com,parkroad@flyingbiscuit.com,stonecrest@flyingbiscuit.com,matthews@flyingbiscuit.com,villagedistrict@flyingbiscuit.com,villagedistrictcatering@flyingbiscuit.com,downtownwestend@flyingbiscuit.com,downtownwestendcatering@flyingbiscuit.com,fivepoints@flyingbiscuit.com,fivepointscatering@flyingbiscuit.com,mtpleasant@flyingbiscuit.com,mtpleasantcatering@flyingbiscuit.com,spartanburg@flyingbiscuit.com,spartanburgcatering@flyingbiscuit.com,westashleycharleston@flyingbiscuit.com,westashleycharlestoncatering@flyingbiscuit.com,farragut@flyingbiscuit.com,cypress@flyingbiscuit.com,cypresscatering@flyingbiscuit.com,houstoneastdowntown@flyingbiscuit.com,houstoneastdowntowncatering@flyingbiscuit.com,kingwood@flyingbiscuit.com,kingwoodcatering@flyingbiscuit.com,memorialcity@flyingbiscuit.com,memorialcitycatering@flyingbiscuit.com,richmond@flyingbiscuit.com,richmondcatering@flyingbiscuit.com","https://www.flyingbiscuit.com/locations-2/chapel-hill/","","https://www.instagram.com/flyingbiscuitchapelhill,https://www.instagram.com/flyingbiscuitathens,https://www.instagram.com/flyingbiscuit.eppsbridge,https://www.instagram.com/flying.biscuit.cafe,https://www.instagram.com/flyingbiscuitbrookhaven,https://www.instagram.com/flyingbiscuithowellmill,https://www.instagram.com/flyingbiscuitterminus,https://www.instagram.com/flyingbiscuit.buford,https://www.instagram.com/flyingbiscuitcafecandlerpark,https://www.instagram.com/flyingbiscuit.columbusga,https://www.instagram.com/flyingbiscuitcafekennesaw,https://www.instagram.com/flyingbiscuitcafemidtown,https://www.instagram.com/flyingbiscuittocohills,https://www.instagram.com/flyingbiscuitbirmingham,https://www.instagram.com/flyingbiscuittigertown,https://www.instagram.com/flyingbiscuit.huntsville,https://www.instagram.com/flyingbiscuit.gainesville,https://www.instagram.com/flyingbiscuitthevillages,https://www.instagram.com/flyingbiscuit.briercreek,https://www.instagram.com/flyingbiscuitcary,https://www.instagram.com/theflyingbiscuitclt,https://www.instagram.com/flyingbiscuit.raleigh,https://www.instagram.com/flyingbiscuitdowntownwend,https://www.instagram.com/flyingbiscuitfivepoints,https://www.instagram.com/flyingbiscuitcafemtpleasant,https://www.instagram.com/flyingbiscuit.spartanburg,https://www.instagram.com/flyingbiscuit.westashley,https://www.instagram.com/flyingbiscuit.houston","https://www.facebook.com/flyingbiscuitchapelhill,https://www.facebook.com/flyingbiscuitprinceaveathensga,https://www.facebook.com/flyingbiscuitcafeeppsbridgeathensga,https://www.facebook.com/flyingbiscuitcastleberryhill,https://www.facebook.com/FlyingBiscuitBrookhaven,https://www.facebook.com/flyingbiscuithowellmillvillage,https://www.facebook.com/flyingbiscuitterminus,https://www.facebook.com/flyingbiscuitcafebufordga,https://www.facebook.com/flyingbiscuitcandlerpark,https://www.facebook.com/flyingbiscuitcafecolumbusga,https://www.facebook.com/flyingbiscuitathens,https://www.facebook.com/FlyingBiscuitKennesaw,https://www.facebook.com/flyingbiscuitmacon,https://www.facebook.com/flyingbiscuitmidtown,https://www.facebook.com/flyingbiscuitptc,https://www.facebook.com/fbnorcross,https://www.facebook.com/flyingbiscuitcaferoswell,https://www.facebook.com/FlyingBiscuitSandySprings,https://www.facebook.com/flyingbiscuitcafetocohills,https://www.facebook.com/FlyingBiscuitTheShopsoftheColonnade,https://www.facebook.com/Flying-Biscuit-Cafe-Auburn-109479378097413,https://www.facebook.com/flyingbiscuithuntsville,https://www.facebook.com/FlyingBiscuitGainesville,https://www.facebook.com/flyingbiscuitthevillages,https://www.facebook.com/FBBrierCreek,https://www.facebook.com/flyingbiscuitcafecary,https://www.facebook.com/FlyingBiscuitCafeParkRoad,https://www.facebook.com/flyingbiscuitcaferearoad,https://www.facebook.com/flyingbiscuitmatthews,https://www.facebook.com/Flyingbiscuitmatthews,https://www.facebook.com/FlyingBiscuitRaleigh,https://www.facebook.com/flyingbiscuitdowntownwestend,https://www.facebook.com/flyingbiscuitfivepoints,https://www.facebook.com/flyingbiscuitcafemtpleasant,https://www.facebook.com/flyingbiscuitspartanburg,https://www.facebook.com/flyingbiscuitwestashleyCHAS,https://www.facebook.com/knoxvilleturkeycreek,https://www.facebook.com/flyingbiscuitcypress,https://www.facebook.com/flyingbiscuitcafeeastdtwnhtx,https://www.facebook.com/flyingbiscuitcafekingwood,https://www.facebook.com/flyingbiscuitcafememorialcityhouston,https://www.facebook.com/flyingbiscuitcaferichmondtx","","","","https://www.yelp.com/biz/flying-biscuit-cafe-chapel-hill-chapel-hill","4","204","$$","-79.02672","35.92759","flying-biscuit-cafe-chapel-hill-chapel-hill","Ui3CDHtTiRCrica10_vp1w","Southern","/search?find_desc=Southern&find_loc=Chapel+Hill%2C+NC","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Sandwiches","/search?find_desc=Sandwiches&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","60","false","","Sofia was amazing! absolute speedy service and class. 10/10 will return whenever i'm in the area!"
"Buns","(919) 240-4746","","mina.rhee@hotmail.com","http://bunsofchapelhill.com/","","","https://www.facebook.com/BunsChapelHill","","","","https://www.yelp.com/biz/buns-chapel-hill","4.2","436","$","-79.056107631617","35.913498068127","buns-chapel-hill","3jTHc3OEwM5GSfyXzeblFw","Burgers","/search?find_desc=Burgers&find_loc=Chapel+Hill%2C+NC","Hot Dogs","/search?find_desc=Hot+Dogs&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","","","false","","","61","false","","Absolutely WOW!! My boyfriend and I got off work and needed a burger close by. We saw this on Apple Maps and decided to order takeout. When I tell you…"
"The Casual Pint of Chapel Hill","(919) 967-2626","","chapelhill@thecasualpint.com","https://chapelhill.thecasualpint.com","","https://www.instagram.com/casualpintchapelhill","https://www.facebook.com/TheCasualPintChapelHill","https://twitter.com/casualpintchap","","","https://www.yelp.com/biz/the-casual-pint-chapel-hill","4.3","56","","-79.0276492","35.9327626","the-casual-pint-chapel-hill","OnT6Q0xzG_Du_9VocjwapA","Sports Bars","/search?find_desc=Sports+Bars&find_loc=Chapel+Hill%2C+NC","Beer Bar","/search?find_desc=Beer+Bar&find_loc=Chapel+Hill%2C+NC","American","/search?find_desc=American&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","62","false","","Very friendly staff, large on tap selection, great for watching sports.  Great bar bites."
"Szechuan Village","(984) 999-9054","","","http://szechuanvillagechapelhill.com","","","","","","","https://www.yelp.com/biz/szechuan-village-chapel-hill","4.3","53","","-79.0910947","35.836177","szechuan-village-chapel-hill","wG1BOD0MmfcfHQ4akA2DBw","Asian Fusion","/search?find_desc=Asian+Fusion&find_loc=Chapel+Hill%2C+NC","Szechuan","/search?find_desc=Szechuan&find_loc=Chapel+Hill%2C+NC","Noodles","/search?find_desc=Noodles&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","63","false","","We enjoyed the very friendly staff, delicious Kung Pao Chicken, a clean and quiet Traditional Chinese restaurant. One of our favs for lunch."
"Brixx Wood Fired Pizza + Craft Bar","(984) 322-2287","","","https://brixxpizza.com","","https://www.instagram.com/brixxpizza","https://www.facebook.com/brixxwoodfiredpizza,https://www.facebook.com/ashevillebrixx,https://www.facebook.com/brixxbradford,https://www.facebook.com/brixxparkside,https://www.facebook.com/BrixxWoodFiredPizzaChapelHill,https://www.facebook.com/brixxbirkdale,https://www.facebook.com/brixxblakeney,https://www.facebook.com/brixxdilworth,https://www.facebook.com/brixxfoxcroft,https://www.facebook.com/BrixxWoodFiredPizzaGreensboro,https://www.facebook.com/brixxgreenville,https://www.facebook.com/BrixxIndianLake,https://www.facebook.com/BrixxKingsley,https://www.facebook.com/brixxcoolsprings,https://www.facebook.com/brixxbedfordvillage,https://www.facebook.com/brixxbriercreek,https://www.facebook.com/BrixxSouthernPines,https://www.facebook.com/brixx.wilmington,https://www.facebook.com/brixxwinstonsalem,https://www.facebook.com/brixxpizzawoodbridge","https://twitter.com/BrixxPizza","","https://www.youtube.com/channel/UCzMMayhIryd27dXE-g8zw4w","https://www.yelp.com/biz/brixx-wood-fired-pizza-craft-bar-chapel-hill","3.8","247","$$","-79.0104238","35.9045151","brixx-wood-fired-pizza-craft-bar-chapel-hill","Acxx7aR3HDerSuAdB_Cwgw","Pizza","/search?find_desc=Pizza&find_loc=Chapel+Hill%2C+NC","Salad","/search?find_desc=Salad&find_loc=Chapel+Hill%2C+NC","Chicken Wings","/search?find_desc=Chicken+Wings&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","64","false","","The honey and sausage pizza is so good. I like to get some wings with it as well and beer. Can't wait to go back."
"Franklin Motors","(919) 869-7090","","info@franklinmotors.net","https://www.franklinmotors.net","","https://www.instagram.com/franklinmotorsbeergarden","https://www.facebook.com/FMBG601","","","","https://www.yelp.com/biz/franklin-motors-chapel-hill","4.4","32","","-79.06421118928479","35.909470016437176","franklin-motors-chapel-hill","BWIoBxb65UZKw1I26eB4Xw","Beer Gardens","/search?find_desc=Beer+Gardens&find_loc=Chapel+Hill%2C+NC","American","/search?find_desc=American&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","","","false","","","65","false","","So this place has become my new neighborhood bar. I normally stop in here on my days off or when I'm on an extended break from my part time job.

They…"
"411 West Italian Cafe","(919) 967-2782","","email@example.com,employment@spothopperapp.com","http://www.411west.com/","","","","","","","https://www.yelp.com/biz/411-west-italian-cafe-chapel-hill","3.7","378","$$","-79.0615114","35.9106273","411-west-italian-cafe-chapel-hill","uirnfa_m6ITWKMN2JBLHvQ","Italian","/search?find_desc=Italian&find_loc=Chapel+Hill%2C+NC","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Seafood","/search?find_desc=Seafood&find_loc=Chapel+Hill%2C+NC","Romantic","/search?find_desc=Romantic&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","","false","","","66","false","","We had a party of 10, part of our group came late! I felt so bad, I did not realized though- the restaurant stayed open until everyone left, and you…"
"Namu","(919) 251-9794","","namudurham@gmail.com,jess@namudurham.com,events@namudurham.com,catering@namudurham.com,vendors@namudurham.com,hr@namudurham.com","https://www.namudurham.com","","https://www.instagram.com/namudurham","https://www.facebook.com/Namu-Durham-713409472154505","https://twitter.com/namudurham","","","https://www.yelp.com/biz/namu-durham","4.3","854","$$","-78.99635185684487","35.952650475288905","namu-durham","tDZFsZvWywe55HITMR7l5w","Korean","/search?find_desc=Korean&find_loc=Chapel+Hill%2C+NC","Coffee & Tea","/search?find_desc=Coffee+%26+Tea&find_loc=Chapel+Hill%2C+NC","Beer Bar","/search?find_desc=Beer+Bar&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","67","false","","Truly a hidden gem! Tons of seating across a few different sections. We sat outside in the garden and ordered via QR on the table. Food came out…"
"Sunrise Biscuit Kitchen","(919) 933-1324","","sun490@sunrisebiscuits.com,chapelhill@sunrisebiscuits.com,louisburg@sunrisebiscuits.com","http://www.sunrisebiscuits.com","","https://www.instagram.com/sunrise_biscuit_kitchen","https://www.facebook.com/SunriseBiscuitKitchenChapelHill","","","","https://www.yelp.com/biz/sunrise-biscuit-kitchen-chapel-hill","4.2","791","$","-79.0355259","35.92757","sunrise-biscuit-kitchen-chapel-hill","BmgVjZ_m5YWpHtSRfPdhcw","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Sandwiches","/search?find_desc=Sandwiches&find_loc=Chapel+Hill%2C+NC","Hot Dogs","/search?find_desc=Hot+Dogs&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","false","","","68","false","","This place has been around forever and it does not disappoint. I got a bacon, egg, cheese biscuit and a hash brown and sweet tea and everything was…"
"Brenz Pizza Co.","(919) 636-4636","","","http://chapelhill.brenzpizzaco.com/","","","","","","","https://www.yelp.com/biz/brenz-pizza-co-chapel-hill-5","4.1","181","$","-79.021967","35.906508","brenz-pizza-co-chapel-hill-5","ErLUYHPlkhuNiSZyKPr8aQ","Pizza","/search?find_desc=Pizza&find_loc=Chapel+Hill%2C+NC","Desserts","/search?find_desc=Desserts&find_loc=Chapel+Hill%2C+NC","Salad","/search?find_desc=Salad&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","69","false","","I've had very good experiences with Brenz Pizza. The food was hot, tasty, and prepared to the specs that I requested. They will get my business again.…"
"Bonchon","(984) 234-0788","","","https://locations.bonchon.com/ll/US/NC/Chapel-Hill/205-E-Franklin-St","","https://www.instagram.com/bonchonchicken","https://www.facebook.com/BonchonChicken,https://www.facebook.com/2008","https://twitter.com/bonchonchicken","https://www.linkedin.com/company/bonchon","https://www.youtube.com/channel/UCPRDHlNPS9qH7U1vPn-jmfw","https://www.yelp.com/biz/bonchon-chapel-hill-4","3.7","175","$$","-79.05268420416358","35.914615383188405","bonchon-chapel-hill-4","b3ceFIKboCj5FNU9ncufQw","Korean","/search?find_desc=Korean&find_loc=Chapel+Hill%2C+NC","Chicken Wings","/search?find_desc=Chicken+Wings&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Hipster","/search?find_desc=Hipster&find_loc=Chapel+Hill%2C+NC","","","","false","","","70","false","","Cool modern minimalist interior. You're greeted by a host on entering and seated. The staff is friendly an informative.

I've been here many times for…"
"Tesoro","(919) 537-8494","","info@tesorocarrboro.com","https://tesorocarrboro.com","","https://www.instagram.com/TesoroCarrboro","https://www.facebook.com/TesoroCarrboro","","","","https://www.yelp.com/biz/tesoro-carrboro","4.2","66","","-79.07160019999999","35.9106995","tesoro-carrboro","yFER52o8N6nLLr80canywg","Italian","/search?find_desc=Italian&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Romantic","/search?find_desc=Romantic&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","71","false","","Tesoro served some of the best pasta we've had anywhere. This is one of the best Italian restaurants we've been to not only in the Triangle, but in…"
"Crossroads Chapel Hill","(919) 918-2777","","","https://www.destinationhotels.com/carolina-inn/crossroads-chapel-hill?src=agn_sabre_prop_yelp_businesslisting_rdudc_en_homepage_desktop_crossroads","","https://www.instagram.com/thecarolinainn","https://www.facebook.com/CarolinaInn,https://www.facebook.com/DestinationHotels","https://twitter.com/CarolinaInn","https://www.linkedin.com/company/18409","https://www.youtube.com/user/TheCarolinaInn","https://www.yelp.com/biz/crossroads-chapel-hill-chapel-hill-2","3.5","157","$$","-79.054415","35.909674","crossroads-chapel-hill-chapel-hill-2","LexBKYooX7RCZEqbiFd_aQ","New American","/search?find_desc=New+American&find_loc=Chapel+Hill%2C+NC","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Bars","/search?find_desc=Bars&find_loc=Chapel+Hill%2C+NC","Upscale","/search?find_desc=Upscale&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","","false","","","72","false","","The atmosphere was clean and modern. The food was delicious. The portions were on the smaller end but the food was great. There was nothing I tried…"
"Carolina Coffee Shop","(919) 942-6875","","info@carolinacoffeeshop.com","http://www.carolinacoffeeshop.com","","https://www.instagram.com/carolinacoffeeshop","https://www.facebook.com/2008,https://www.facebook.com/pages","https://twitter.com/CarolinaCofShop","","","https://www.yelp.com/biz/carolina-coffee-shop-chapel-hill","3.5","270","$$","-79.0542439","35.9134635","carolina-coffee-shop-chapel-hill","PuCwZY9BOBhySzFg6BnXqA","Breakfast & Brunch","/search?find_desc=Breakfast+%26+Brunch&find_loc=Chapel+Hill%2C+NC","Cafes","/search?find_desc=Cafes&find_loc=Chapel+Hill%2C+NC","Southern","/search?find_desc=Southern&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Intimate","/search?find_desc=Intimate&find_loc=Chapel+Hill%2C+NC","","false","","","73","false","","Carolina Coffee Shop not a bad place for breakfast.

The shop is a little dark and the seats are small but the food is good.

We were seated…"
"Sutton’s Drug Store","(919) 942-5161","","suttonsdrug@gmail.com","http://suttonsdrugstore.com/","","","","","","","https://www.yelp.com/biz/suttons-drug-store-chapel-hill","4.3","187","$","-79.0538817","35.9141305","suttons-drug-store-chapel-hill","im36Cxg-mcBLyz3pa53n6Q","Drugstores","/search?find_desc=Drugstores&find_loc=Chapel+Hill%2C+NC","Burgers","/search?find_desc=Burgers&find_loc=Chapel+Hill%2C+NC","Sandwiches","/search?find_desc=Sandwiches&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","false","","","74","false","","A Franklin St staple. Got in around 1130 and just beat the lunch rush. No frills, classic sandwiches here - I got a turkey reuben and it was great, I…"
"The Pig","(919) 942-1133","","","http://www.thepigrestaurant.com/","","https://www.instagram.com/thepigrestaurant","https://www.facebook.com/ThePigRestaurant","","","","https://www.yelp.com/biz/the-pig-chapel-hill-2","4","446","$$","-79.0349154905218","35.9623223186114","the-pig-chapel-hill-2","IX5W77nSG1_VuHvCu8y5_Q","Barbeque","/search?find_desc=Barbeque&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","75","false","","Family of 4 ate for $70.00. Smoked chicken good - different - love their vinegar sauce - coleslaw was yellow - fresh - tasty - no Mustard as I…"
"Cat Tales Cat Cafe","(843) 345-5289","","info@cattalescatcafe.com","https://cattalescatcafe.com","","https://www.instagram.com/cattalescatcafe","https://www.facebook.com/2008,https://www.facebook.com/Cat-Tales-Cat-Cafe-1812564632162843,https://www.facebook.com/cattaleschapelhill","","","","https://www.yelp.com/biz/cat-tales-cat-cafe-chapel-hill","4.9","37","","-79.06271280709024","35.91033089656003","cat-tales-cat-cafe-chapel-hill","Cdt1ByfH-TVXIaD3RBYyuA","Cafes","/search?find_desc=Cafes&find_loc=Chapel+Hill%2C+NC","Casual","/search?find_desc=Casual&find_loc=Chapel+Hill%2C+NC","","","","","","","","false","","","76","false","","I've never really been a cat person, per se, but since my high school senior daughter is, I decided to do something different and surprise her by…"
"La Montana","(919) 869-7336","","chuan@eatatlamontana.com","https://www.eatatlamontana.com","","https://www.instagram.com/lamontanacarrboro","https://www.facebook.com/eatatlamontana","","","","https://www.yelp.com/biz/la-montana-carrboro-2","4.3","70","","-79.0674185","35.9103895","la-montana-carrboro-2","xlDdNb0IXFgJAMOrGpCf_w","Asian Fusion","/search?find_desc=Asian+Fusion&find_loc=Chapel+Hill%2C+NC","Tacos","/search?find_desc=Tacos&find_loc=Chapel+Hill%2C+NC","Vietnamese","/search?find_desc=Vietnamese&find_loc=Chapel+Hill%2C+NC","Romantic","/search?find_desc=Romantic&find_loc=Chapel+Hill%2C+NC","Divey","/search?find_desc=Divey&find_loc=Chapel+Hill%2C+NC","","false","","","77","false","","Perfect evening! The cocktails were delicious - we had circles of light and guiding light. For a starter we had crispy rice lettuce wraps, flavors and…"
"The Crunkleton","(919) 969-1125","","chapelhill@thecrunkleton.com,charlotte@thecrunkleton.com","http://thecrunkleton.com","","https://www.instagram.com/thecrunkleton,https://www.instagram.com/thecrunkletoncharlotte,https://www.instagram.com/tv,https://www.instagram.com/thecrunkletonraleigh","https://www.facebook.com/pages,https://www.facebook.com/TheCrunkletonCharlotte,https://www.facebook.com/TheCrunkletonRaleigh","","","","https://www.yelp.com/biz/the-crunkleton-chapel-hill","4.1","287","$$","-79.0607226","35.9114965","the-crunkleton-chapel-hill","B8CdgdBLZwpSZcfw6RPuyQ","Cocktail Bars","/search?find_desc=Cocktail+Bars&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","Upscale","/search?find_desc=Upscale&find_loc=Chapel+Hill%2C+NC","","","","","","false","","","78","false","","Went there to knock off a couple of stiff drinks on a Tuesday afternoon w a work colleague. Superb choice.  Cocktails were perfectly mixed, good…"
"Juju Asian Tapas + Bar","(919) 286-3555","","","http://www.jujudurham.com/","","","https://www.facebook.com/2008","","","","https://www.yelp.com/biz/juju-asian-tapas-bar-durham-3","4.3","723","$$$","-78.9225479","36.0097823","juju-asian-tapas-bar-durham-3","0Ys6R9iVb_CL9wyirtXlPg","Tapas/Small Plates","/search?find_desc=Tapas%2FSmall+Plates&find_loc=Chapel+Hill%2C+NC","Asian Fusion","/search?find_desc=Asian+Fusion&find_loc=Chapel+Hill%2C+NC","Bars","/search?find_desc=Bars&find_loc=Chapel+Hill%2C+NC","Classy","/search?find_desc=Classy&find_loc=Chapel+Hill%2C+NC","Trendy","/search?find_desc=Trendy&find_loc=Chapel+Hill%2C+NC","","false","","","79","false","","The food, atmosphere, and service were excellent! Loved sharing this unique Chinese food experience with my family of 6. Portions were big enough for…"
